correct,item,domain,pair_type,conclusion_form,scenario,template_id,premise,conclusion,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,STIMULUS_VALID,STIMULUS_DOMAIN,STIMULUS_PAIR_TYPE
N,P01,control,conjunction,,,0.0,The tourist visited the castle and photographed the courtyard.,The tourist visited the cathedral.,7151,Premise: The tourist visited the castle and photographed the courtyard. / Conclusion: The tourist visited the cathedral.,n,html-keyboard-response,20,2.1.0,155724,PRACTICE,5e7b804f9379140478c688da,N,control,conjunction
Y,P04,control,quantifier,,,0.0,Some blondes have dark eyes.,Some people with dark eyes are blondes.,4737,Premise: Some blondes have dark eyes. / Conclusion: Some people with dark eyes are blondes.,b,html-keyboard-response,23,2.1.0,162424,PRACTICE,5e7b804f9379140478c688da,Y,control,quantifier
?,W26,want,want_and,AND,,,Shiloh wants to confirm the hotel reservation or download the maps.,Shiloh wants to confirm the hotel reservation and wants to download the maps.,5191,Premise: Shiloh wants to confirm the hotel reservation or download the maps. / Conclusion: Shiloh wants to confirm the hotel reservation and wants to download the maps.,b,html-keyboard-response,27,2.1.0,171806,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_and
N,C08,control,conjunction,,,,The delivery truck stopped at the warehouse and unloaded several crates.,The delivery truck stopped at the supermarket.,5323,Premise: The delivery truck stopped at the warehouse and unloaded several crates. / Conclusion: The delivery truck stopped at the supermarket.,n,html-keyboard-response,29,2.1.0,178130,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conjunction
N,C09,control,conjunction,,,,The train passed through the village and slowed near the small station.,The train ended its route in the village.,13932,Premise: The train passed through the village and slowed near the small station. / Conclusion: The train ended its route in the village.,n,html-keyboard-response,31,2.1.0,193066,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conjunction
N,C20,control,conditional,,,,"If the software updates successfully, the interface will change.",The layout will look different.,4741,"Premise: If the software updates successfully, the interface will change. / Conclusion: The layout will look different.",n,html-keyboard-response,33,2.1.0,198811,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conditional
N,C43,control,presupposition,,,,Sue visited her brother.,Sue has no siblings.,1394,Premise: Sue visited her brother. / Conclusion: Sue has no siblings.,n,html-keyboard-response,35,2.1.0,201208,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,presupposition
?,M02,modal,allowed_and,AND,,,Kennedy is free to harvest the cucumbers or compost the clippings.,Kennedy is free to harvest the cucumbers and is free to compost the clippings.,4741,Premise: Kennedy is free to harvest the cucumbers or compost the clippings. / Conclusion: Kennedy is free to harvest the cucumbers and is free to compost the clippings.,b,html-keyboard-response,37,2.1.0,206950,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_and
?,M04,modal,allowed_single,A,,,Jules is allowed to dim the room lights or collect the RSVPs.,Jules is allowed to dim the room lights.,8563,Premise: Jules is allowed to dim the room lights or collect the RSVPs. / Conclusion: Jules is allowed to dim the room lights.,b,html-keyboard-response,39,2.1.0,216516,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_single
?,M05,modal,allowed_single,B,,,Devin has permission to photograph the sculpture garden or to adjust the white balance.,Devin has permission to adjust the white balance.,8848,Premise: Devin has permission to photograph the sculpture garden or to adjust the white balance. / Conclusion: Devin has permission to adjust the white balance.,b,html-keyboard-response,41,2.1.0,226371,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_single
?,M13,modal,must_single,B,,,Logan is supposed to clean the exercise gear or time the sprint intervals.,Logan is allowed to time the sprint intervals.,7971,Premise: Logan is supposed to clean the exercise gear or time the sprint intervals. / Conclusion: Logan is allowed to time the sprint intervals.,b,html-keyboard-response,43,2.1.0,235343,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_single
Y,C16,control,conditional,,,,"Since Carla didn’t charge her phone, it died halfway through the call.",Carla failed to charge her phone.,4197,"Premise: Since Carla didn’t charge her phone, it died halfway through the call. / Conclusion: Carla failed to charge her phone.",b,html-keyboard-response,45,2.1.0,240543,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conditional
?,W31,want,want_single,B,,,Taylor wants to pack the leftovers or simmer the sauce.,Taylor wants to simmer the sauce.,3940,Premise: Taylor wants to pack the leftovers or simmer the sauce. / Conclusion: Taylor wants to simmer the sauce.,b,html-keyboard-response,47,2.1.0,245484,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_single
?,M15,modal,must_single,B,,,Reese is required to patch the wall crack or tighten the cabinet screws.,Reese is free to tighten the cabinet screws.,8108,Premise: Reese is required to patch the wall crack or tighten the cabinet screws. / Conclusion: Reese is free to tighten the cabinet screws.,b,html-keyboard-response,49,2.1.0,254595,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_single
?,W35,want,want_mind_and,AND,,,Bailey wants to plant the herb seeds or mulch the garden bed.,Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,6182,Premise: Bailey wants to plant the herb seeds or mulch the garden bed. / Conclusion: Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,b,html-keyboard-response,51,2.1.0,261778,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_and
N,C10,control,conjunction,,,,Liam repaired the old radio and tested its signal range.,Liam travelled to the mountains.,3265,Premise: Liam repaired the old radio and tested its signal range. / Conclusion: Liam travelled to the mountains.,n,html-keyboard-response,53,2.1.0,266044,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conjunction
Y,C05,control,conjunction,,,,The drone circled over the field and recorded the migrating birds.,The drone captured footage of the migrating birds.,4270,Premise: The drone circled over the field and recorded the migrating birds. / Conclusion: The drone captured footage of the migrating birds.,b,html-keyboard-response,55,2.1.0,271324,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conjunction
N,M16,modal,all_and,AND,,,Everyone learned the bridge section or warmed up the scales.,"Some people learned the bridge section, and some people warmed up the scales.",8538,"Premise: Everyone learned the bridge section or warmed up the scales. / Conclusion: Some people learned the bridge section, and some people warmed up the scales.",n,html-keyboard-response,57,2.1.0,280863,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_and
N,C30,control,quantifier,,,,Some birds have long legs.,Some birds have long beaks.,3073,Premise: Some birds have long legs. / Conclusion: Some birds have long beaks.,n,html-keyboard-response,59,2.1.0,284937,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,quantifier
N,M22,modal,all_single,A,,,Each person greeted the guests or set up the projector.,At least one person greeted the guests.,8773,Premise: Each person greeted the guests or set up the projector. / Conclusion: At least one person greeted the guests.,b,html-keyboard-response,61,2.1.0,294711,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_single
?,W47,want,atleast_single_b,B,,,Sawyer wants to test the microphone or at least review the agenda.,Sawyer wants to review the agenda.,4526,Premise: Sawyer wants to test the microphone or at least review the agenda. / Conclusion: Sawyer wants to review the agenda.,b,html-keyboard-response,63,2.1.0,300240,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_b
Y,C14,control,conditional,,,,"Since the window remained open all night, the room became unusually cold.",The room’s temperature dropped significantly.,7435,"Premise: Since the window remained open all night, the room became unusually cold. / Conclusion: The room’s temperature dropped significantly.",b,html-keyboard-response,65,2.1.0,308681,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conditional
?,W24,want,want_and,AND,,,Jordan wants to preheat the oven or grill the skewers.,Jordan wants to preheat the oven and wants to grill the skewers.,13607,Premise: Jordan wants to preheat the oven or grill the skewers. / Conclusion: Jordan wants to preheat the oven and wants to grill the skewers.,n,html-keyboard-response,67,2.1.0,323293,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_and
?,W27,want,want_and,AND,,,Ari wants to outline the report or email the instructor questions.,Ari wants to outline the report and wants to email the instructor questions.,6138,Premise: Ari wants to outline the report or email the instructor questions. / Conclusion: Ari wants to outline the report and wants to email the instructor questions.,n,html-keyboard-response,69,2.1.0,330434,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_and
Y,C01,control,conjunction,,,,Oliver called his brother and apologized for the argument.,Oliver said he was sorry.,3085,Premise: Oliver called his brother and apologized for the argument. / Conclusion: Oliver said he was sorry.,b,html-keyboard-response,71,2.1.0,334522,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conjunction
?,M09,modal,must_and,AND,,,Blair is supposed to frame the illustration or varnish the surface.,Blair is allowed to frame the illustration and is allowed to varnish the surface.,9983,Premise: Blair is supposed to frame the illustration or varnish the surface. / Conclusion: Blair is allowed to frame the illustration and is allowed to varnish the surface.,b,html-keyboard-response,73,2.1.0,345508,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_and
N,C23,control,conditional,,,,"If the door sensor malfunctions, the lights will stay on overnight.",The lights will turn off early in the evening.,13992,"Premise: If the door sensor malfunctions, the lights will stay on overnight. / Conclusion: The lights will turn off early in the evening.",n,html-keyboard-response,75,2.1.0,360502,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conditional
?,W45,want,atleast_single_b,B,,,Avery wants to schedule a rehearsal or at least adjust the metronome.,Avery wants to adjust the metronome.,5927,Premise: Avery wants to schedule a rehearsal or at least adjust the metronome. / Conclusion: Avery wants to adjust the metronome.,n,html-keyboard-response,77,2.1.0,367433,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_b
Y,C38,control,presupposition,,,,Emma talked to her son.,Emma has children.,1794,Premise: Emma talked to her son. / Conclusion: Emma has children.,b,html-keyboard-response,79,2.1.0,370230,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,presupposition
Y,C37,control,presupposition,,,,Mary visited her brother.,Mary has siblings.,1741,Premise: Mary visited her brother. / Conclusion: Mary has siblings.,b,html-keyboard-response,81,2.1.0,372976,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,presupposition
?,M11,modal,must_and,AND,,,Cameron is required to pack the carry-on bag or book the train tickets.,Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,9665,Premise: Cameron is required to pack the carry-on bag or book the train tickets. / Conclusion: Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,b,html-keyboard-response,83,2.1.0,383645,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_and
?,W43,want,atleast_single_a,A,,,Finley wants to clean the watering cans or at least pull the weeds.,Finley wants to clean the watering cans.,6595,Premise: Finley wants to clean the watering cans or at least pull the weeds. / Conclusion: Finley wants to clean the watering cans.,b,html-keyboard-response,85,2.1.0,391244,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_a
?,W38,want,want_mind_single,A,,,Casey wants to rehearse the presentation or edit the slide deck.,Casey would be okay with rehearsing the presentation.,5318,Premise: Casey wants to rehearse the presentation or edit the slide deck. / Conclusion: Casey would be okay with rehearsing the presentation.,b,html-keyboard-response,87,2.1.0,397563,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_single
?,M12,modal,must_single,A,,,Tegan should sew the fabric border or glue the pieces.,Tegan may sew the fabric border.,9087,Premise: Tegan should sew the fabric border or glue the pieces. / Conclusion: Tegan may sew the fabric border.,b,html-keyboard-response,89,2.1.0,407653,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_single
Y,C28,control,quantifier,,,,There exists a book that has been read by everyone.,Everyone read at least one book.,8744,Premise: There exists a book that has been read by everyone. / Conclusion: Everyone read at least one book.,n,html-keyboard-response,91,2.1.0,417402,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,quantifier
?,W28,want,want_single,A,,,Alex wants to set up the tripod or test the shutter remote.,Alex wants to set up the tripod.,3358,Premise: Alex wants to set up the tripod or test the shutter remote. / Conclusion: Alex wants to set up the tripod.,b,html-keyboard-response,93,2.1.0,421762,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_single
?,W37,want,want_mind_single,B,,,Rowan wants to format the bibliography or read the article summary.,Rowan is fine with reading the article summary.,7319,Premise: Rowan wants to format the bibliography or read the article summary. / Conclusion: Rowan is fine with reading the article summary.,b,html-keyboard-response,95,2.1.0,430082,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_single
?,M01,modal,allowed_and,AND,,,Kendall has permission to print the travel itinerary or to check the boarding times.,Kendall has permission to print the travel itinerary and has permission to check the boarding times.,5708,Premise: Kendall has permission to print the travel itinerary or to check the boarding times. / Conclusion: Kendall has permission to print the travel itinerary and has permission to check the boarding times.,b,html-keyboard-response,97,2.1.0,436791,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_and
?,W25,want,want_and,AND,,,Kai wants to mix the audio tracks or practice the chorus.,Kai wants to mix the audio tracks and wants to practice the chorus.,6554,Premise: Kai wants to mix the audio tracks or practice the chorus. / Conclusion: Kai wants to mix the audio tracks and wants to practice the chorus.,n,html-keyboard-response,99,2.1.0,444347,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_and
Y,C17,control,conditional,,,,"Since the electricity went out, the laboratory instruments shut down.",The building lost electrical power.,4366,"Premise: Since the electricity went out, the laboratory instruments shut down. / Conclusion: The building lost electrical power.",b,html-keyboard-response,101,2.1.0,449719,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conditional
N,M21,modal,all_single,B,,,Every participant restrung the instrument or polished the lyrics.,At least one participant polished the lyrics.,5251,Premise: Every participant restrung the instrument or polished the lyrics. / Conclusion: At least one participant polished the lyrics.,b,html-keyboard-response,103,2.1.0,455972,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_single
Y,C12,control,conditional,,,,"Since the engine overheated, the car stopped on the roadside.",The engine became too hot.,3992,"Premise: Since the engine overheated, the car stopped on the roadside. / Conclusion: The engine became too hot.",b,html-keyboard-response,105,2.1.0,460968,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conditional
Y,C25,control,quantifier,,,,Some cars have all-wheel drive.,Some all-wheel-drive vehicles are cars.,6681,Premise: Some cars have all-wheel drive. / Conclusion: Some all-wheel-drive vehicles are cars.,b,html-keyboard-response,107,2.1.0,468653,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,quantifier
Y,C04,control,conjunction,,,,The student opened the window and aired out the room.,The student let fresh air inside.,2857,Premise: The student opened the window and aired out the room. / Conclusion: The student let fresh air inside.,b,html-keyboard-response,109,2.1.0,472510,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conjunction
?,W30,want,want_single,A,,,Frankie wants to marinate the tofu or set the table.,Frankie wants to marinate the tofu.,3270,Premise: Frankie wants to marinate the tofu or set the table. / Conclusion: Frankie wants to marinate the tofu.,b,html-keyboard-response,111,2.1.0,476786,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_single
N,C32,control,quantifier,,,,All toads have poison glands.,"If you find a true toad in your garden, it may not have poison glands.",5220,"Premise: All toads have poison glands. / Conclusion: If you find a true toad in your garden, it may not have poison glands.",n,html-keyboard-response,113,2.1.0,483009,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,quantifier
?,W44,want,atleast_single_b,B,,,Harper wants to prepare the snack table or at least arrange the seating.,Harper wants to arrange the seating.,3845,Premise: Harper wants to prepare the snack table or at least arrange the seating. / Conclusion: Harper wants to arrange the seating.,b,html-keyboard-response,115,2.1.0,487860,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_b
N,C46,control,presupposition,,,,Albert knows that geraniums prefer full sun.,Albert likes geraniums.,5270,Premise: Albert knows that geraniums prefer full sun. / Conclusion: Albert likes geraniums.,n,html-keyboard-response,117,2.1.0,494131,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,presupposition
N,C19,control,conditional,,,,"If Adam visits the new exhibition, he will take some photos.",Adam will go to see the new display.,4217,"Premise: If Adam visits the new exhibition, he will take some photos. / Conclusion: Adam will go to see the new display.",n,html-keyboard-response,119,2.1.0,499349,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conditional
N,M20,modal,all_single,A,,,Everyone edited the raw photos or charged the camera batteries.,Some people edited the raw photos.,7134,Premise: Everyone edited the raw photos or charged the camera batteries. / Conclusion: Some people edited the raw photos.,n,html-keyboard-response,121,2.1.0,507489,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_single
N,C18,control,conditional,,,,"If the printer jams this morning, the reports will be delayed.",The device will power off on its own.,8380,"Premise: If the printer jams this morning, the reports will be delayed. / Conclusion: The device will power off on its own.",n,html-keyboard-response,124,2.1.0,549898,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conditional
Y,C26,control,quantifier,,,,All toads have poison glands.,"If you find a true toad in your garden, it will have poison glands.",3018,"Premise: All toads have poison glands. / Conclusion: If you find a true toad in your garden, it will have poison glands.",b,html-keyboard-response,126,2.1.0,553919,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,quantifier
?,M14,modal,must_single,A,,,Dylan is expected to print the handouts or review the survey data.,Dylan is allowed to  print the handouts.,5765,Premise: Dylan is expected to print the handouts or review the survey data. / Conclusion: Dylan is allowed to  print the handouts.,b,html-keyboard-response,128,2.1.0,560685,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_single
N,C34,control,quantifier,,,,Everyone read at least one book.,There is a book that has been read by everyone.,5839,Premise: Everyone read at least one book. / Conclusion: There is a book that has been read by everyone.,n,html-keyboard-response,130,2.1.0,567529,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,quantifier
N,C45,control,presupposition,,,,Jim realized that the window was broken.,Jim realized that there were two windows.,3341,Premise: Jim realized that the window was broken. / Conclusion: Jim realized that there were two windows.,n,html-keyboard-response,132,2.1.0,571875,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,presupposition
N,C47,control,presupposition,,,,"Thomas broke his leg, again.",Thomas broke his arm in the past.,3357,"Premise: Thomas broke his leg, again. / Conclusion: Thomas broke his arm in the past.",n,html-keyboard-response,134,2.1.0,576233,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,presupposition
?,W46,want,atleast_single_b,B,,,Corey wants to record a demo or at least tune the guitar.,Corey wants to tune the guitar.,5562,Premise: Corey wants to record a demo or at least tune the guitar. / Conclusion: Corey wants to tune the guitar.,b,html-keyboard-response,136,2.1.0,582797,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_b
Y,C13,control,conditional,,,,"Since Maria forgot her umbrella, she got soaked on her way home.",Maria didn’t take an umbrella with her.,3444,"Premise: Since Maria forgot her umbrella, she got soaked on her way home. / Conclusion: Maria didn’t take an umbrella with her.",b,html-keyboard-response,138,2.1.0,587243,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conditional
Y,C02,control,conjunction,,,,Jacob opened the window and let in some fresh air.,Jacob allowed fresh air to enter the room.,2713,Premise: Jacob opened the window and let in some fresh air. / Conclusion: Jacob allowed fresh air to enter the room.,b,html-keyboard-response,140,2.1.0,590957,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conjunction
N,C44,control,presupposition,,,,Andrew talked to his daughter.,Andrew has two daughters.,2429,Premise: Andrew talked to his daughter. / Conclusion: Andrew has two daughters.,n,html-keyboard-response,142,2.1.0,594389,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,presupposition
?,W41,want,atleast_single_a,A,,,Dakota wants to cue the playlist or at least label the name tags.,Dakota wants to cue the playlist.,3596,Premise: Dakota wants to cue the playlist or at least label the name tags. / Conclusion: Dakota wants to cue the playlist.,b,html-keyboard-response,144,2.1.0,598987,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_a
?,W39,want,want_mind_single,B,,,Remy wants to jog the trail loop or map the running route.,Remy has no objection to mapping the running route.,5592,Premise: Remy wants to jog the trail loop or map the running route. / Conclusion: Remy has no objection to mapping the running route.,b,html-keyboard-response,146,2.1.0,605579,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_single
N,M19,modal,all_and,AND,,,All of them mounted the canvas or sanded the wooden edges.,"Some of them  mounted the canvas, and some of them sanded the wooden edges.",6283,"Premise: All of them mounted the canvas or sanded the wooden edges. / Conclusion: Some of them  mounted the canvas, and some of them sanded the wooden edges.",n,html-keyboard-response,148,2.1.0,612865,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_and
N,C06,control,conjunction,,,,Sophie cleaned the guest room and changed all the bed linens.,Sophie attended a music festival.,3037,Premise: Sophie cleaned the guest room and changed all the bed linens. / Conclusion: Sophie attended a music festival.,n,html-keyboard-response,150,2.1.0,616906,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conjunction
Y,C41,control,presupposition,,,,"Maggie spent holidays in Paris, again.",Maggie had already visited Paris before.,2891,"Premise: Maggie spent holidays in Paris, again. / Conclusion: Maggie had already visited Paris before.",b,html-keyboard-response,152,2.1.0,620798,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,presupposition
N,C21,control,conditional,,,,"If the package arrives tomorrow, the office will process it immediately.",The parcel will be handled in a week time.,5957,"Premise: If the package arrives tomorrow, the office will process it immediately. / Conclusion: The parcel will be handled in a week time.",n,html-keyboard-response,154,2.1.0,627756,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conditional
N,C31,control,quantifier,,,,Some cars have all-wheel drive.,Some cars have dual exhaust.,2364,Premise: Some cars have all-wheel drive. / Conclusion: Some cars have dual exhaust.,n,html-keyboard-response,156,2.1.0,631123,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,quantifier
Y,C03,control,conjunction,,,,The cyclist crossed the old bridge and took a break by the river.,The cyclist rested near the water.,4837,Premise: The cyclist crossed the old bridge and took a break by the river. / Conclusion: The cyclist rested near the water.,b,html-keyboard-response,158,2.1.0,636963,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conjunction
N,M23,modal,all_single,B,,,All of them scouted the shooting location or packed the lens kit.,Some of them packed the lens kit.,22437,Premise: All of them scouted the shooting location or packed the lens kit. / Conclusion: Some of them packed the lens kit.,n,html-keyboard-response,160,2.1.0,660401,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_single
N,C07,control,conjunction,,,,Daniel organized the bookshelf and donated a stack of novels.,Daniel had lunch at a sushi bar.,2883,Premise: Daniel organized the bookshelf and donated a stack of novels. / Conclusion: Daniel had lunch at a sushi bar.,n,html-keyboard-response,162,2.1.0,664286,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conjunction
?,W33,want,want_mind_and,AND,,,Ryan wants to scrub the tile grout or paint the hallway.,Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,5352,Premise: Ryan wants to scrub the tile grout or paint the hallway. / Conclusion: Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,b,html-keyboard-response,164,2.1.0,670641,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_and
?,M07,modal,allowed_single,B,,,Sage is cleared to paint the background or cut the stencil.,Sage is cleared to cut the stencil.,4892,Premise: Sage is cleared to paint the background or cut the stencil. / Conclusion: Sage is cleared to cut the stencil.,b,html-keyboard-response,166,2.1.0,676538,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_single
Y,C27,control,quantifier,,,,Every table is a piece of furniture.,"If you have a table in your room, you have a piece of furniture.",3948,"Premise: Every table is a piece of furniture. / Conclusion: If you have a table in your room, you have a piece of furniture.",b,html-keyboard-response,168,2.1.0,681488,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,quantifier
?,M08,modal,must_and,AND,,,Eden should clean the air filter or replace the lightbulb.,"Eden may clean the air filter, and may replace the lightbulb.",6990,"Premise: Eden should clean the air filter or replace the lightbulb. / Conclusion: Eden may clean the air filter, and may replace the lightbulb.",b,html-keyboard-response,170,2.1.0,689480,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_and
N,M17,modal,all_and,AND,,,Every participant tested the smoke detector or organized the tool box.,"At least one participant tested the smoke detector, and at least one participant organized the tool box.",4874,"Premise: Every participant tested the smoke detector or organized the tool box. / Conclusion: At least one participant tested the smoke detector, and at least one participant organized the tool box.",b,html-keyboard-response,172,2.1.0,695356,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_and
N,C35,control,quantifier,,,,Everybody has an idol.,There is a person who is an idol for everyone.,3287,Premise: Everybody has an idol. / Conclusion: There is a person who is an idol for everyone.,n,html-keyboard-response,174,2.1.0,699646,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,quantifier
?,M06,modal,allowed_single,A,,,Parker is free to renew the passport or arrange the airport ride.,Parker is free to renew the passport.,2537,Premise: Parker is free to renew the passport or arrange the airport ride. / Conclusion: Parker is free to renew the passport.,b,html-keyboard-response,176,2.1.0,703184,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_single
Y,C36,control,presupposition,,,,John quit smoking last year.,John used to smoke in the past.,3266,Premise: John quit smoking last year. / Conclusion: John used to smoke in the past.,b,html-keyboard-response,178,2.1.0,707454,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,presupposition
?,M03,modal,allowed_and,AND,,,Drew is cleared to repair the loose hinge or sweep the front porch.,Drew is cleared to repair the loose hinge and cleared to sweep the front porch.,8411,Premise: Drew is cleared to repair the loose hinge or sweep the front porch. / Conclusion: Drew is cleared to repair the loose hinge and cleared to sweep the front porch.,b,html-keyboard-response,180,2.1.0,716867,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_and
?,W42,want,atleast_single_a,A,,,Emery wants to charge the power bank or at least set an early alarm.,Emery wants to charge the power bank.,5141,Premise: Emery wants to charge the power bank or at least set an early alarm. / Conclusion: Emery wants to charge the power bank.,b,html-keyboard-response,182,2.1.0,723009,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_a
N,C22,control,conditional,,,,"If the lamp stops working, we will replace the bulb.",The bulb will be changed.,4536,"Premise: If the lamp stops working, we will replace the bulb. / Conclusion: The bulb will be changed.",b,html-keyboard-response,184,2.1.0,728550,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conditional
Y,C24,control,quantifier,,,,Some birds have long legs.,Some creatures with long legs are birds.,2730,Premise: Some birds have long legs. / Conclusion: Some creatures with long legs are birds.,n,html-keyboard-response,186,2.1.0,732281,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,quantifier
?,W29,want,want_single,B,,,Jamie wants to draft the introduction or annotate the source text.,Jamie wants to annotate the source text.,8490,Premise: Jamie wants to draft the introduction or annotate the source text. / Conclusion: Jamie wants to annotate the source text.,b,html-keyboard-response,188,2.1.0,741775,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_single
?,W40,want,atleast_single_a,A,,,Charlie wants to trim the hedges or at least stake the tomato vines.,Charlie wants to trim the hedges.,4620,Premise: Charlie wants to trim the hedges or at least stake the tomato vines. / Conclusion: Charlie wants to trim the hedges.,b,html-keyboard-response,190,2.1.0,747396,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,atleast_single_a
?,W32,want,want_mind_and,AND,,,Elliot wants to check the bike tires or cool down after practice.,"Elliot does not mind checking the bike tires, and does not mind cooling down after practice.",10912,"Premise: Elliot wants to check the bike tires or cool down after practice. / Conclusion: Elliot does not mind checking the bike tires, and does not mind cooling down after practice.",b,html-keyboard-response,192,2.1.0,759312,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_and
N,C33,control,quantifier,,,,Every table is a piece of furniture.,"If you have only a table in your room, you don’t have any furniture.",3117,"Premise: Every table is a piece of furniture. / Conclusion: If you have only a table in your room, you don’t have any furniture.",n,html-keyboard-response,194,2.1.0,763430,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,quantifier
N,M18,modal,all_and,AND,,,Each person sketched the layout or photographed the finished piece.,"At least one person sketched the layout, and at least one  photographed the finished piece.",5971,"Premise: Each person sketched the layout or photographed the finished piece. / Conclusion: At least one person sketched the layout, and at least one  photographed the finished piece.",b,html-keyboard-response,196,2.1.0,770402,EXPERIMENTAL,5e7b804f9379140478c688da,N,modal,all_and
