correct,verb,item,condition,sentence,structure,subcondition,order,relation,logical_truth,item1,item2,item1_type,item2_type,tribe,feedback_correct,feedback_incorrect,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,JATOS_STUDY_RESULT_ID,JATOS_STUDY_RESULT_UUID,JATOS_WORKER_ID,JATOS_START_DATE,JATOS_END_DATE,JATOS_DURATION,JATOS_STUDY_STATE,PROLIFIC_STUDY_ID,PROLIFIC_SESSION_ID,STIMULUS_CORRECT,STIMULUS_LOGICAL_TRUTH,STIMULUS_CONDITION,STIMULUS_SUBCONDITION,STIMULUS_ORDER
N,want,DC19,DOUBLE_CONTROL,Jennifer-the-Urbanite wants to eat a peach or a plum,disjunction,dislikes|dislikes,AB,,N,a peach,a plum,dislikes,dislikes,Urbanite,,,1778,a peach or a plum,n,html-keyboard-response,242,2.1.0,631757,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
Y/N,want,EX95,EXPERIMENTAL,Sandra-the-Urbanite wants to eat a cherry or a cake,disjunction,wants|dislikes,BA,,NA,a cherry,a cake,dislikes,wants,Urbanite,,,2492,a cherry or a cake,b,html-keyboard-response,247,2.1.0,636755,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
Y/N,want,EX105,EXPERIMENTAL,Steven-the-Nomad wants to eat a cake or a cherry,disjunction,wants|dislikes,BA,,NA,a cake,a cherry,dislikes,wants,Nomad,,,2914,a cake or a cherry,b,html-keyboard-response,252,2.1.0,642174,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
N,prefer,PD75,PREFER_DIFFERENT,Mark-the-Nomad prefers to eat a sausage rather than a cherry,preference,accepts_vs_wants,BA,lt,N,a sausage,a cherry,accepts,wants,Nomad,,,3399,a sausage rather than a cherry,b,html-keyboard-response,257,2.1.0,648078,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
N,want,SC10,SINGLE_CONTROL,Patricia-the-Nomad wants to eat a chocolate,single,dislikes,single,,N,a chocolate,,dislikes,,Nomad,,,1430,a chocolate,n,html-keyboard-response,262,2.1.0,652012,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,dislikes,single
Y,prefer,PD62,PREFER_DIFFERENT,Kimberly-the-Urbanite prefers to eat a biscuit rather than a burger,preference,wants_vs_accepts,AB,gt,Y,a biscuit,a burger,wants,accepts,Urbanite,,,4257,a biscuit rather than a burger,b,html-keyboard-response,267,2.1.0,658776,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y,prefer,PD66,PREFER_DIFFERENT,Donna-the-Nomad prefers to eat a hotdog rather than a cake,preference,accepts_vs_dislikes,AB,gt,Y,a hotdog,a cake,accepts,dislikes,Nomad,,,4155,a hotdog rather than a cake,n,html-keyboard-response,272,2.1.0,665438,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
N,prefer,PD59,PREFER_DIFFERENT,Jennifer-the-Urbanite prefers to eat a plum rather than beef,preference,dislikes_vs_accepts,BA,lt,N,a plum,beef,dislikes,accepts,Urbanite,,,1811,a plum rather than beef,b,html-keyboard-response,277,2.1.0,669756,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
N,prefer,PS82,PREFER_SAME,Christopher-the-Urbanite prefers to eat a biscuit rather than a cookie,preference,wants_vs_wants,AB,eq,N,a biscuit,a cookie,wants,wants,Urbanite,,,4836,a biscuit rather than a cookie,b,html-keyboard-response,282,2.1.0,677099,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,wants_vs_wants,AB
Y,want,DC34,DOUBLE_CONTROL,Thomas-the-Urbanite wants to eat a lollipop or a cupcake,disjunction,wants|wants,BA,,Y,a lollipop,a cupcake,wants,wants,Urbanite,,,2717,a lollipop or a cupcake,b,html-keyboard-response,287,2.1.0,682321,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y,want,SC17,SINGLE_CONTROL,Susan-the-Nomad wants to eat a mango,single,wants,single,,Y,a mango,,wants,,Nomad,,,1687,a mango,b,html-keyboard-response,292,2.1.0,686514,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,SINGLE_CONTROL,wants,single
N,prefer,PS84,PREFER_SAME,Barbara-the-Nomad prefers to eat a sausage rather than a meatball,preference,accepts_vs_accepts,AB,eq,N,a sausage,a meatball,accepts,accepts,Nomad,,,2691,a sausage rather than a meatball,n,html-keyboard-response,297,2.1.0,691711,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,want,SC9,SINGLE_CONTROL,Margaret-the-Nomad wants to eat a brownie,single,dislikes,single,,N,a brownie,,dislikes,,Nomad,,,1893,a brownie,b,html-keyboard-response,302,2.1.0,696111,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,dislikes,single
N,want,DC27,DOUBLE_CONTROL,Betty-the-Urbanite wants to eat a hotdog or ribs,disjunction,accepts|accepts,BA,,N,a hotdog,ribs,accepts,accepts,Urbanite,,,2276,a hotdog or ribs,b,html-keyboard-response,307,2.1.0,700894,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,BA
Y/N,want,EX112,EXPERIMENTAL,David-the-Nomad wants to eat a kebab or a cranberry,disjunction,wants|accepts,BA,,NA,a kebab,a cranberry,accepts,wants,Nomad,,,2700,a kebab or a cranberry,b,html-keyboard-response,312,2.1.0,706100,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,prefer,PS78,PREFER_SAME,John-the-Urbanite prefers to eat pork rather than ribs,preference,accepts_vs_accepts,AB,eq,N,pork,ribs,accepts,accepts,Urbanite,,,2001,pork rather than ribs,n,html-keyboard-response,317,2.1.0,710606,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,prefer,PS86,PREFER_SAME,Nancy-the-Nomad prefers to eat a hotdog rather than a meatloaf,preference,accepts_vs_accepts,AB,eq,N,a hotdog,a meatloaf,accepts,accepts,Nomad,,,2572,a hotdog rather than a meatloaf,n,html-keyboard-response,322,2.1.0,715684,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,want,DC45,DOUBLE_CONTROL,Elizabeth-the-Nomad wants to eat a sausage or a meatloaf,disjunction,accepts|accepts,BA,,N,a sausage,a meatloaf,accepts,accepts,Nomad,,,4054,a sausage or a meatloaf,b,html-keyboard-response,327,2.1.0,722243,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,BA
Y,want,DC33,DOUBLE_CONTROL,Richard-the-Urbanite wants to eat a biscuit or a lollipop,disjunction,wants|wants,BA,,Y,a biscuit,a lollipop,wants,wants,Urbanite,,,1906,a biscuit or a lollipop,b,html-keyboard-response,332,2.1.0,726655,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y,want,DC53,DOUBLE_CONTROL,Andrew-the-Nomad wants to eat a cranberry or an apple,disjunction,wants|wants,BA,,Y,a cranberry,an apple,wants,wants,Nomad,,,3248,a cranberry or an apple,n,html-keyboard-response,337,2.1.0,732408,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y,want,DC30,DOUBLE_CONTROL,Emily-the-Urbanite wants to eat a chocolate or a brownie,disjunction,wants|wants,AB,,Y,a chocolate,a brownie,wants,wants,Urbanite,,,1829,a chocolate or a brownie,b,html-keyboard-response,342,2.1.0,736743,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,AB
Y/N,want,EX102,EXPERIMENTAL,Kimberly-the-Nomad wants to eat a cranberry or a biscuit,disjunction,wants|dislikes,AB,,NA,a cranberry,a biscuit,wants,dislikes,Nomad,,,3029,a cranberry or a biscuit,n,html-keyboard-response,347,2.1.0,742277,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
N,want,SC13,SINGLE_CONTROL,Andrew-the-Nomad wants to eat a meatball,single,accepts,single,,N,a meatball,,accepts,,Nomad,,,1126,a meatball,b,html-keyboard-response,352,2.1.0,745910,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,accepts,single
N,prefer,PD65,PREFER_DIFFERENT,Steven-the-Urbanite prefers to eat a sausage rather than a cake,preference,accepts_vs_wants,BA,lt,N,a sausage,a cake,accepts,wants,Urbanite,,,2246,a sausage rather than a cake,b,html-keyboard-response,357,2.1.0,750660,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
N,want,DC46,DOUBLE_CONTROL,Nancy-the-Nomad wants to eat a meatloaf or a hotdog,disjunction,accepts|accepts,BA,,N,a meatloaf,a hotdog,accepts,accepts,Nomad,,,1251,a meatloaf or a hotdog,b,html-keyboard-response,362,2.1.0,754417,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,BA
N,want,SC0,SINGLE_CONTROL,Charles-the-Urbanite wants to eat a strawberry,single,dislikes,single,,N,a strawberry,,dislikes,,Urbanite,,,2317,a strawberry,n,html-keyboard-response,367,2.1.0,759242,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,dislikes,single
N,want,DC44,DOUBLE_CONTROL,Barbara-the-Nomad wants to eat a sausage or a meatball,disjunction,accepts|accepts,AB,,N,a sausage,a meatball,accepts,accepts,Nomad,,,2119,a sausage or a meatball,b,html-keyboard-response,372,2.1.0,763868,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,AB
N,want,DC42,DOUBLE_CONTROL,Christopher-the-Nomad wants to eat a kebab or a burger,disjunction,accepts|accepts,AB,,N,a kebab,a burger,accepts,accepts,Nomad,,,10434,a kebab or a burger,b,html-keyboard-response,377,2.1.0,776810,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,AB
Y/N,want,EX90,EXPERIMENTAL,Patricia-the-Urbanite wants to eat a chocolate or a strawberry,disjunction,wants|dislikes,AB,,NA,a chocolate,a strawberry,wants,dislikes,Urbanite,,,2615,a chocolate or a strawberry,n,html-keyboard-response,382,2.1.0,781929,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
Y/N,want,EX94,EXPERIMENTAL,Matthew-the-Urbanite wants to eat a pear or a cupcake,disjunction,wants|dislikes,BA,,NA,a pear,a cupcake,dislikes,wants,Urbanite,,,1183,a pear or a cupcake,n,html-keyboard-response,387,2.1.0,785616,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
N,want,SC3,SINGLE_CONTROL,Dorothy-the-Urbanite wants to eat a meatball,single,accepts,single,,N,a meatball,,accepts,,Urbanite,,,1407,a meatball,b,html-keyboard-response,392,2.1.0,789528,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,accepts,single
Y/N,want,EX103,EXPERIMENTAL,Karen-the-Nomad wants to eat an apple or a lollipop,disjunction,wants|dislikes,AB,,NA,an apple,a lollipop,wants,dislikes,Nomad,,,2823,an apple or a lollipop,n,html-keyboard-response,397,2.1.0,794859,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
N,prefer,PS89,PREFER_SAME,Margaret-the-Nomad prefers to eat a peach rather than a plum,preference,wants_vs_wants,AB,eq,N,a peach,a plum,wants,wants,Nomad,,,2961,a peach rather than a plum,n,html-keyboard-response,402,2.1.0,800326,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,wants_vs_wants,AB
Y,want,DC50,DOUBLE_CONTROL,Patricia-the-Nomad wants to eat a strawberry or a peach,disjunction,wants|wants,AB,,Y,a strawberry,a peach,wants,wants,Nomad,,,2566,a strawberry or a peach,b,html-keyboard-response,407,2.1.0,805400,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,AB
Y,prefer,PD73,PREFER_DIFFERENT,Richard-the-Nomad prefers to eat an apple rather than a kebab,preference,wants_vs_accepts,AB,gt,Y,an apple,a kebab,wants,accepts,Nomad,,,4518,an apple rather than a kebab,b,html-keyboard-response,412,2.1.0,812426,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y,prefer,PD67,PREFER_DIFFERENT,Betty-the-Nomad prefers to eat ribs rather than a muffin,preference,accepts_vs_dislikes,AB,gt,Y,ribs,a muffin,accepts,dislikes,Nomad,,,3856,ribs rather than a muffin,n,html-keyboard-response,417,2.1.0,818788,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
N,prefer,PS79,PREFER_SAME,Joseph-the-Urbanite prefers to eat beef rather than pork,preference,accepts_vs_accepts,AB,eq,N,beef,pork,accepts,accepts,Urbanite,,,2980,beef rather than pork,n,html-keyboard-response,422,2.1.0,824275,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,accepts_vs_accepts,AB
Y,want,SC7,SINGLE_CONTROL,Daniel-the-Urbanite wants to eat caramel,single,wants,single,,Y,caramel,,wants,,Urbanite,,,1934,caramel,b,html-keyboard-response,427,2.1.0,828716,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,SINGLE_CONTROL,wants,single
Y,prefer,PD61,PREFER_DIFFERENT,Lisa-the-Urbanite prefers to eat a cookie rather than a steak,preference,wants_vs_accepts,AB,gt,Y,a cookie,a steak,wants,accepts,Urbanite,,,2271,a cookie rather than a steak,b,html-keyboard-response,432,2.1.0,833498,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y/N,want,EX101,EXPERIMENTAL,Lisa-the-Urbanite wants to eat a burger or a cookie,disjunction,wants|accepts,BA,,NA,a burger,a cookie,accepts,wants,Urbanite,,,10642,a burger or a cookie,b,html-keyboard-response,437,2.1.0,846649,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,want,DC37,DOUBLE_CONTROL,Paul-the-Nomad wants to eat caramel or a muffin,disjunction,dislikes|dislikes,AB,,N,caramel,a muffin,dislikes,dislikes,Nomad,,,2865,caramel or a muffin,b,html-keyboard-response,442,2.1.0,852020,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
Y/N,want,EX97,EXPERIMENTAL,Susan-the-Urbanite wants to eat caramel or ribs,disjunction,wants|accepts,AB,,NA,caramel,ribs,wants,accepts,Urbanite,,,8049,caramel or ribs,b,html-keyboard-response,447,2.1.0,862574,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
Y/N,want,EX92,EXPERIMENTAL,Linda-the-Urbanite wants to eat a biscuit or a cranberry,disjunction,wants|dislikes,AB,,NA,a biscuit,a cranberry,wants,dislikes,Urbanite,,,23893,a biscuit or a cranberry,n,html-keyboard-response,452,2.1.0,888973,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
Y,prefer,PD72,PREFER_DIFFERENT,David-the-Nomad prefers to eat a cranberry rather than a burger,preference,wants_vs_accepts,AB,gt,Y,a cranberry,a burger,wants,accepts,Nomad,,,2108,a cranberry rather than a burger,n,html-keyboard-response,457,2.1.0,893588,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y/N,want,EX106,EXPERIMENTAL,Donna-the-Nomad wants to eat a muffin or an orange,disjunction,wants|dislikes,BA,,NA,a muffin,an orange,dislikes,wants,Nomad,,,1743,a muffin or an orange,n,html-keyboard-response,462,2.1.0,897839,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
N,want,DC41,DOUBLE_CONTROL,Michael-the-Nomad wants to eat a chocolate or a cookie,disjunction,dislikes|dislikes,BA,,N,a chocolate,a cookie,dislikes,dislikes,Nomad,,,1305,a chocolate or a cookie,n,html-keyboard-response,467,2.1.0,901652,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y,prefer,PD60,PREFER_DIFFERENT,Mary-the-Urbanite prefers to eat a chocolate rather than beef,preference,wants_vs_accepts,AB,gt,Y,a chocolate,beef,wants,accepts,Urbanite,,,1545,a chocolate rather than beef,b,html-keyboard-response,472,2.1.0,905701,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y,want,SC16,SINGLE_CONTROL,Ashley-the-Nomad wants to eat an orange,single,wants,single,,Y,an orange,,wants,,Nomad,,,1983,an orange,n,html-keyboard-response,477,2.1.0,910191,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,SINGLE_CONTROL,wants,single
Y,prefer,PD68,PREFER_DIFFERENT,Robert-the-Nomad prefers to eat pork rather than caramel,preference,accepts_vs_dislikes,AB,gt,Y,pork,caramel,accepts,dislikes,Nomad,,,2868,pork rather than caramel,b,html-keyboard-response,483,2.1.0,921044,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
Y/N,want,EX91,EXPERIMENTAL,Sarah-the-Urbanite wants to eat a cookie or a grapefruit,disjunction,wants|dislikes,AB,,NA,a cookie,a grapefruit,wants,dislikes,Urbanite,,,1982,a cookie or a grapefruit,b,html-keyboard-response,488,2.1.0,925532,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
